Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,distance_min,IsCorrect,similarity,TrainingTalkerID1,trial,variability_1,tau,k
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",3,HT1_S004,shoes,0.7089601629205705,1,0.7089601629205705,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1924,0.94525766,0.5,0.631
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",3,HT1_S004,were,0.7222887823030978,1,0.7222887823030978,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2380,0.94525766,0.5,0.631
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",3,HT1_S004,very,0.521717499211295,1,0.521717499211295,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2287,0.94525766,0.5,0.631
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",3,HT1_S004,dirty,0.8006382830142525,1,0.8006382830142525,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",508,0.94525766,0.5,0.631
Single talker,CMN_M_021,3,HT1_S004,shoes,0.7672342677156069,1,0.7672342677156069,CMN_M_021,1929,0.95251703,0.5,0.631
Single talker,CMN_M_021,3,HT1_S004,were,0.748032171893176,1,0.748032171893176,CMN_M_021,2385,0.95251703,0.5,0.631
Single talker,CMN_M_021,3,HT1_S004,very,0.4180587341313734,1,0.4180587341313734,CMN_M_021,2297,0.95251703,0.5,0.631
Single talker,CMN_M_021,3,HT1_S004,dirty,0.7912378022340826,1,0.7912378022340826,CMN_M_021,513,0.95251703,0.5,0.631
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",5,HT1_S004,shoes,0.4009860408489693,1,0.4009860408489693,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",1923,0.9422178,0.5,0.631
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",5,HT1_S004,were,0.7316085603939835,1,0.7316085603939835,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",2379,0.9422178,0.5,0.631
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",5,HT1_S004,very,0.6444587266126158,1,0.6444587266126158,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",2285,0.9422178,0.5,0.631
