Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,IsCorrect,VariabilityAcrossTime_xie21_HuBERT_T24_max_0_0_8_2.9_6249.4,ParticipantID,Trial,VariabilityAcrossTime_xie21_HuBERT_T24_max_1_0_8_2.9_6249.4,VariabilityAcrossTime_xie21_HuBERT_T24_max_0_1_8_2.9_6249.4,VariabilityAcrossTime_xie21_HuBERT_T24_max_1_1_4_3.7_12189.7,VariabilityAcrossTime_xie21_HuBERT_T24_mean_0_0_8_2.7_6249.6,VariabilityAcrossTime_xie21_HuBERT_T24_mean_1_0_8_2.7_6249.6,VariabilityAcrossTime_xie21_HuBERT_T24_mean_0_1_8_2.7_6249.6,VariabilityAcrossTime_xie21_HuBERT_T24_mean_1_1_4_4.3_12186.4,VariabilityAcrossTime_xie21_HuBERT_CNN7_max_0_0_4_0.4_6258.6,VariabilityAcrossTime_xie21_HuBERT_CNN7_max_1_0_4_0.4_6258.6,VariabilityAcrossTime_xie21_HuBERT_CNN7_max_0_1_4_0.4_6258.6,VariabilityAcrossTime_xie21_HuBERT_CNN7_max_1_1_0.5_-0.7_12210.9,VariabilityAcrossTime_xie21_HuBERT_CNN7_mean_0_0_0.5_0.4_6260.5,VariabilityAcrossTime_xie21_HuBERT_CNN7_mean_1_0_0.5_0.4_6260.5,VariabilityAcrossTime_xie21_HuBERT_CNN7_mean_0_1_0.5_0.4_6260.5,VariabilityAcrossTime_xie21_HuBERT_CNN7_mean_1_1_0.5_0.4_12210.2
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,shoes,1,,f8b17be6a35f51d7f154ff160f33e71c,1,,,0.9389591,,,,0.87052405,,,,0.78813744,,,,0.69004977
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,were,1,,f8b17be6a35f51d7f154ff160f33e71c,1,,,1.0785023,,,,1.0125343,,,,0.60762733,,,,0.5087412
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,very,1,,f8b17be6a35f51d7f154ff160f33e71c,1,,,1.3582492,,,,1.3334776,,,,0.6190732,,,,0.5431624
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,dirty,1,,f8b17be6a35f51d7f154ff160f33e71c,1,,,1.2143353,,,,1.1541355,,,,0.6928029,,,,0.61357534
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,shoes,1,1.158363938331604,9c2c7fd165b3aa898e658c3cc81da774,13,1.158363938331604,1.158363938331604,0.9312231,1.0311110019683838,1.0311110019683838,1.0311110019683838,0.8435031,1.0921083688735962,1.0921083688735962,1.0921083688735962,0.6974284,0.6192801594734192,0.6192801594734192,0.6192801594734192,0.61928016
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,were,1,1.0903863906860352,9c2c7fd165b3aa898e658c3cc81da774,13,1.0903863906860352,1.0903863906860352,0.99771684,1.0528762340545654,1.0528762340545654,1.0528762340545654,0.9683598,0.71921306848526,0.71921306848526,0.71921306848526,0.5118672,0.4186839163303375,0.4186839163303375,0.4186839163303375,0.41868392
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,very,1,1.6903225183486938,9c2c7fd165b3aa898e658c3cc81da774,13,1.6903225183486938,1.6903225183486938,1.422629,1.6295697689056396,1.6295697689056396,1.6295697689056396,1.3738668,0.9387337565422058,0.9387337565422058,0.9387337565422058,0.6197929,0.4578911364078522,0.4578911364078522,0.4578911364078522,0.45789114
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,dirty,1,1.3531776666641235,9c2c7fd165b3aa898e658c3cc81da774,13,1.3531776666641235,1.3531776666641235,1.1829032,1.3262885808944702,1.3262885808944702,1.3262885808944702,1.1621568,1.129984974861145,1.129984974861145,1.129984974861145,0.7670326,0.6468648314476013,0.6468648314476013,0.6468648314476013,0.64686483
Single talker,CMN_M_021,CMN_M_032,HT1_S004,shoes,1,0.9511430859565735,f85defbfc037896d3ff7577f8a288ba9,8,0.9511430859565735,0.9511430859565735,0.7735775,0.9511430859565735,0.9511430859565735,0.9511430859565735,0.7735775,0.8223599791526794,0.8223599791526794,0.8223599791526794,0.5419857,0.5419856905937195,0.5419856905937195,0.5419856905937195,0.5419857
Single talker,CMN_M_021,CMN_M_032,HT1_S004,were,1,1.0341821908950806,f85defbfc037896d3ff7577f8a288ba9,8,1.0341821908950806,1.0341821908950806,0.9491846,1.0341821908950806,1.0341821908950806,1.0341821908950806,0.9491846,0.43533244729042053,0.43533244729042053,0.43533244729042053,0.41814908,0.41814908385276794,0.41814908385276794,0.41814908385276794,0.41814908
Single talker,CMN_M_021,CMN_M_032,HT1_S004,very,1,1.6165727376937866,f85defbfc037896d3ff7577f8a288ba9,8,1.6165727376937866,1.6165727376937866,1.3620467,1.6165727376937866,1.6165727376937866,1.6165727376937866,1.3620467,0.7403051257133484,0.7403051257133484,0.7403051257133484,0.43582514,0.4358251392841339,0.4358251392841339,0.4358251392841339,0.43582514
Single talker,CMN_M_021,CMN_M_032,HT1_S004,dirty,1,1.3530954122543335,f85defbfc037896d3ff7577f8a288ba9,8,1.3530954122543335,1.3530954122543335,1.1795871,1.3530954122543335,1.3530954122543335,1.3530954122543335,1.1795871,1.1196197271347046,1.1196197271347046,1.1196197271347046,0.657693,0.6576930284500122,0.6576930284500122,0.6576930284500122,0.657693
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,1,,448fd7d0cd089e3f9195ebd3f9c39f5a,6,,,0.83067435,,,,0.83067435,,,,0.6701317,,,,0.6701317
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,1,,448fd7d0cd089e3f9195ebd3f9c39f5a,6,,,0.9783177,,,,0.9783177,,,,0.14653909,,,,0.14653909
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,1,,448fd7d0cd089e3f9195ebd3f9c39f5a,6,,,1.3657289,,,,1.3657289,,,,0.20270233,,,,0.20270233
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,1,,448fd7d0cd089e3f9195ebd3f9c39f5a,6,,,1.1508101,,,,1.1508101,,,,0.6274092,,,,0.6274092
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,shoes,1,1.0462422370910645,69decdc1ca270e4f9655741cc96bb91b,9,1.0462422370910645,1.0462422370910645,0.86756444,1.010446310043335,1.010446310043335,1.010446310043335,0.82854116,1.0121651887893677,1.0121651887893677,1.0121651887893677,0.6961058,0.6225409507751465,0.6225409507751465,0.6225409507751465,0.62254095
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,were,1,1.0753073692321777,69decdc1ca270e4f9655741cc96bb91b,9,1.0753073692321777,1.0753073692321777,0.9843526,1.0561734437942505,1.0561734437942505,1.0561734437942505,0.97341216,0.8729264140129089,0.8729264140129089,0.8729264140129089,0.61503065,0.44664186239242554,0.44664186239242554,0.44664186239242554,0.44664186
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,very,1,1.6923627853393555,69decdc1ca270e4f9655741cc96bb91b,9,1.6923627853393555,1.6923627853393555,1.4241773,1.634582281112671,1.634582281112671,1.634582281112671,1.3779114,1.080056071281433,1.080056071281433,1.080056071281433,0.60789037,0.49793702363967896,0.49793702363967896,0.49793702363967896,0.49793702
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,dirty,1,1.340927004814148,69decdc1ca270e4f9655741cc96bb91b,9,1.340927004814148,1.340927004814148,1.17638,1.3139970302581787,1.3139970302581787,1.3139970302581787,1.1582112,1.1646735668182373,1.1646735668182373,1.1646735668182373,0.69595844,0.6232013702392578,0.6232013702392578,0.6232013702392578,0.6232014
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,1,,6fd6dfe40dd753d7795852052ebef541,12,,,0.83067435,,,,0.83067435,,,,0.6701317,,,,0.6701317
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,1,,6fd6dfe40dd753d7795852052ebef541,12,,,0.9783177,,,,0.9783177,,,,0.14653909,,,,0.14653909
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,1,,6fd6dfe40dd753d7795852052ebef541,12,,,1.3657289,,,,1.3657289,,,,0.20270233,,,,0.20270233
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,1,,6fd6dfe40dd753d7795852052ebef541,12,,,1.1508101,,,,1.1508101,,,,0.6274092,,,,0.6274092
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,shoes,1,1.1598480939865112,643313ae83f041d62efb0f54570821ac,4,1.1598480939865112,1.1598480939865112,0.93164444,1.035571813583374,1.035571813583374,1.035571813583374,0.8471279,1.0955983400344849,1.0955983400344849,1.0955983400344849,0.6936365,0.6171651482582092,0.6171651482582092,0.6171651482582092,0.61716515
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,were,1,1.0697132349014282,643313ae83f041d62efb0f54570821ac,4,1.0697132349014282,1.0697132349014282,0.975791,1.0566816329956055,1.0566816329956055,1.0566816329956055,0.969964,0.8990821242332458,0.8990821242332458,0.8990821242332458,0.6065355,0.4383324086666107,0.4383324086666107,0.4383324086666107,0.4383324
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,very,1,1.661777138710022,643313ae83f041d62efb0f54570821ac,4,1.661777138710022,1.661777138710022,1.3924221,1.6409937143325806,1.6409937143325806,1.6409937143325806,1.3775462,1.152207851409912,1.152207851409912,1.152207851409912,0.6602639,0.45268672704696655,0.45268672704696655,0.45268672704696655,0.45268673
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,dirty,1,1.3529194593429565,643313ae83f041d62efb0f54570821ac,4,1.3529194593429565,1.3529194593429565,1.1831586,1.322462797164917,1.322462797164917,1.322462797164917,1.1544734,1.1317615509033203,1.1317615509033203,1.1317615509033203,0.75998217,0.6705397367477417,0.6705397367477417,0.6705397367477417,0.67053974
Single talker,CMN_M_016,CMN_M_032,HT1_S004,shoes,0,1.0454827547073364,9ed81ed8f97a93609ba9cf98a39bd8bf,3,1.0454827547073364,1.0454827547073364,0.8656735,1.0454827547073364,1.0454827547073364,1.0454827547073364,0.8656735,0.8249897956848145,0.8249897956848145,0.8249897956848145,0.5672553,0.5672553181648254,0.5672553181648254,0.5672553181648254,0.5672553
Single talker,CMN_M_016,CMN_M_032,HT1_S004,were,1,1.0458508729934692,9ed81ed8f97a93609ba9cf98a39bd8bf,3,1.0458508729934692,1.0458508729934692,0.96445626,1.0458508729934692,1.0458508729934692,1.0458508729934692,0.96445626,0.2871082127094269,0.2871082127094269,0.2871082127094269,0.18202019,0.1820201873779297,0.1820201873779297,0.1820201873779297,0.18202019
Single talker,CMN_M_016,CMN_M_032,HT1_S004,very,1,1.6330355405807495,9ed81ed8f97a93609ba9cf98a39bd8bf,3,1.6330355405807495,1.6330355405807495,1.3747096,1.6330355405807495,1.6330355405807495,1.6330355405807495,1.3747096,0.5406530499458313,0.5406530499458313,0.5406530499458313,0.3101512,0.31015118956565857,0.31015118956565857,0.31015118956565857,0.3101512
Single talker,CMN_M_016,CMN_M_032,HT1_S004,dirty,1,1.3236430883407593,9ed81ed8f97a93609ba9cf98a39bd8bf,3,1.3236430883407593,1.3236430883407593,1.1691394,1.3236430883407593,1.3236430883407593,1.3236430883407593,1.1691394,0.9868623614311218,0.9868623614311218,0.9868623614311218,0.52299017,0.5229901671409607,0.5229901671409607,0.5229901671409607,0.52299017
Single talker,CMN_M_021,CMN_M_035,HT1_S004,shoes,1,0.9511430859565735,da814bfa96b46299d008d1d010b9e28c,13,0.9511430859565735,0.9511430859565735,0.7735775,0.9511430859565735,0.9511430859565735,0.9511430859565735,0.7735775,0.8223599791526794,0.8223599791526794,0.8223599791526794,0.5419857,0.5419856905937195,0.5419856905937195,0.5419856905937195,0.5419857
Single talker,CMN_M_021,CMN_M_035,HT1_S004,were,1,1.0341821908950806,da814bfa96b46299d008d1d010b9e28c,13,1.0341821908950806,1.0341821908950806,0.9491846,1.0341821908950806,1.0341821908950806,1.0341821908950806,0.9491846,0.43533244729042053,0.43533244729042053,0.43533244729042053,0.41814908,0.41814908385276794,0.41814908385276794,0.41814908385276794,0.41814908
Single talker,CMN_M_021,CMN_M_035,HT1_S004,very,1,1.6165727376937866,da814bfa96b46299d008d1d010b9e28c,13,1.6165727376937866,1.6165727376937866,1.3620467,1.6165727376937866,1.6165727376937866,1.6165727376937866,1.3620467,0.7403051257133484,0.7403051257133484,0.7403051257133484,0.43582514,0.4358251392841339,0.4358251392841339,0.4358251392841339,0.43582514
Single talker,CMN_M_021,CMN_M_035,HT1_S004,dirty,1,1.3530954122543335,da814bfa96b46299d008d1d010b9e28c,13,1.3530954122543335,1.3530954122543335,1.1795871,1.3530954122543335,1.3530954122543335,1.3530954122543335,1.1795871,1.1196197271347046,1.1196197271347046,1.1196197271347046,0.657693,0.6576930284500122,0.6576930284500122,0.6576930284500122,0.657693
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,shoes,0,,823314ed0676126bc658df08ced4e0d5,12,,,0.9389591,,,,0.87052405,,,,0.78813744,,,,0.69004977
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,were,1,,823314ed0676126bc658df08ced4e0d5,12,,,1.0785023,,,,1.0125343,,,,0.60762733,,,,0.5087412
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,very,1,,823314ed0676126bc658df08ced4e0d5,12,,,1.3582492,,,,1.3334776,,,,0.6190732,,,,0.5431624
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,dirty,1,,823314ed0676126bc658df08ced4e0d5,12,,,1.2143353,,,,1.1541355,,,,0.6928029,,,,0.61357534
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,1,,29e3173a48c934207b391d026a4a3edb,14,,,0.83067435,,,,0.83067435,,,,0.6701317,,,,0.6701317
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,1,,29e3173a48c934207b391d026a4a3edb,14,,,0.9783177,,,,0.9783177,,,,0.14653909,,,,0.14653909
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,1,,29e3173a48c934207b391d026a4a3edb,14,,,1.3657289,,,,1.3657289,,,,0.20270233,,,,0.20270233
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,1,,29e3173a48c934207b391d026a4a3edb,14,,,1.1508101,,,,1.1508101,,,,0.6274092,,,,0.6274092
Single talker,CMN_M_016,CMN_M_035,HT1_S004,shoes,1,1.0454827547073364,5e0f9593449b9bd0d7d90f17ef58f707,3,1.0454827547073364,1.0454827547073364,0.8656735,1.0454827547073364,1.0454827547073364,1.0454827547073364,0.8656735,0.8249897956848145,0.8249897956848145,0.8249897956848145,0.5672553,0.5672553181648254,0.5672553181648254,0.5672553181648254,0.5672553
Single talker,CMN_M_016,CMN_M_035,HT1_S004,were,1,1.0458508729934692,5e0f9593449b9bd0d7d90f17ef58f707,3,1.0458508729934692,1.0458508729934692,0.96445626,1.0458508729934692,1.0458508729934692,1.0458508729934692,0.96445626,0.2871082127094269,0.2871082127094269,0.2871082127094269,0.18202019,0.1820201873779297,0.1820201873779297,0.1820201873779297,0.18202019
Single talker,CMN_M_016,CMN_M_035,HT1_S004,very,1,1.6330355405807495,5e0f9593449b9bd0d7d90f17ef58f707,3,1.6330355405807495,1.6330355405807495,1.3747096,1.6330355405807495,1.6330355405807495,1.6330355405807495,1.3747096,0.5406530499458313,0.5406530499458313,0.5406530499458313,0.3101512,0.31015118956565857,0.31015118956565857,0.31015118956565857,0.3101512
Single talker,CMN_M_016,CMN_M_035,HT1_S004,dirty,1,1.3236430883407593,5e0f9593449b9bd0d7d90f17ef58f707,3,1.3236430883407593,1.3236430883407593,1.1691394,1.3236430883407593,1.3236430883407593,1.3236430883407593,1.1691394,0.9868623614311218,0.9868623614311218,0.9868623614311218,0.52299017,0.5229901671409607,0.5229901671409607,0.5229901671409607,0.52299017
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,shoes,1,1.160933256149292,4b706490aba187bd10cca9e65a91cfd9,6,1.160933256149292,1.160933256149292,0.9330085,1.0344096422195435,1.0344096422195435,1.0344096422195435,0.8462162,1.0765881538391113,1.0765881538391113,1.0765881538391113,0.6303508,0.6037359833717346,0.6037359833717346,0.6037359833717346,0.603736
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,were,1,1.0885566473007202,4b706490aba187bd10cca9e65a91cfd9,6,1.0885566473007202,1.0885566473007202,0.9983688,1.050837755203247,1.050837755203247,1.050837755203247,0.96822107,0.8354104161262512,0.8354104161262512,0.8354104161262512,0.62498945,0.4676908850669861,0.4676908850669861,0.4676908850669861,0.46769089
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,very,1,1.6997241973876953,4b706490aba187bd10cca9e65a91cfd9,6,1.6997241973876953,1.6997241973876953,1.4273576,1.6430752277374268,1.6430752277374268,1.6430752277374268,1.3814554,1.0384172201156616,1.0384172201156616,1.0384172201156616,0.6002598,0.4829273223876953,0.4829273223876953,0.4829273223876953,0.48292732
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,dirty,1,1.343936562538147,4b706490aba187bd10cca9e65a91cfd9,6,1.343936562538147,1.343936562538147,1.1780628,1.315104365348816,1.315104365348816,1.315104365348816,1.1567899,1.1458841562271118,1.1458841562271118,1.1458841562271118,0.8221368,0.6576387286186218,0.6576387286186218,0.6576387286186218,0.6576387
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,shoes,1,,1eacdd6a82b08a5adcb60f3fbc8967fc,5,,,0.9389591,,,,0.87052405,,,,0.78813744,,,,0.69004977
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,were,1,,1eacdd6a82b08a5adcb60f3fbc8967fc,5,,,1.0785023,,,,1.0125343,,,,0.60762733,,,,0.5087412
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,very,1,,1eacdd6a82b08a5adcb60f3fbc8967fc,5,,,1.3582492,,,,1.3334776,,,,0.6190732,,,,0.5431624
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,dirty,1,,1eacdd6a82b08a5adcb60f3fbc8967fc,5,,,1.2143353,,,,1.1541355,,,,0.6928029,,,,0.61357534
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,shoes,1,,55b6ae995c0a74001334c2a895f11992,4,,,0.8273871,,,,0.8273871,,,,0.6304486,,,,0.6304486
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,were,1,,55b6ae995c0a74001334c2a895f11992,4,,,0.9469599,,,,0.9469599,,,,0.19210099,,,,0.19210099
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,very,1,,55b6ae995c0a74001334c2a895f11992,4,,,1.3787445,,,,1.3787445,,,,0.44418192,,,,0.44418192
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,dirty,1,,55b6ae995c0a74001334c2a895f11992,4,,,1.1615338,,,,1.1615338,,,,0.52587396,,,,0.52587396
Single talker,CMN_M_032,CMN_M_035,HT1_S004,shoes,1,1.0303659439086914,22eb07cb0e8ddc8663987ad4b70e80ea,11,1.0303659439086914,1.0303659439086914,0.8442343,1.0303659439086914,1.0303659439086914,1.0303659439086914,0.8442343,0.85829097032547,0.85829097032547,0.85829097032547,0.63846064,0.638460636138916,0.638460636138916,0.638460636138916,0.63846064
Single talker,CMN_M_032,CMN_M_035,HT1_S004,were,1,1.136178731918335,22eb07cb0e8ddc8663987ad4b70e80ea,11,1.136178731918335,1.136178731918335,0.99432296,1.136178731918335,1.136178731918335,1.136178731918335,0.99432296,0.7737471461296082,0.7737471461296082,0.7737471461296082,0.4212587,0.42125868797302246,0.42125868797302246,0.42125868797302246,0.4212587
Single talker,CMN_M_032,CMN_M_035,HT1_S004,very,1,1.6824945211410522,22eb07cb0e8ddc8663987ad4b70e80ea,11,1.6824945211410522,1.6824945211410522,1.4022894,1.6824945211410522,1.6824945211410522,1.6824945211410522,1.4022894,0.9252689480781555,0.9252689480781555,0.9252689480781555,0.5583111,0.5583111047744751,0.5583111047744751,0.5583111047744751,0.5583111
Single talker,CMN_M_032,CMN_M_035,HT1_S004,dirty,1,1.2740541696548462,22eb07cb0e8ddc8663987ad4b70e80ea,11,1.2740541696548462,1.2740541696548462,1.1249098,1.2740541696548462,1.2740541696548462,1.2740541696548462,1.1249098,1.0286964178085327,1.0286964178085327,1.0286964178085327,0.66465473,0.6646547317504883,0.6646547317504883,0.6646547317504883,0.66465473
Single talker,CMN_M_021,CMN_M_043,HT1_S004,shoes,1,0.9511430859565735,e933e4127113efac6d17b9c8ee834f2d,11,0.9511430859565735,0.9511430859565735,0.7735775,0.9511430859565735,0.9511430859565735,0.9511430859565735,0.7735775,0.8223599791526794,0.8223599791526794,0.8223599791526794,0.5419857,0.5419856905937195,0.5419856905937195,0.5419856905937195,0.5419857
Single talker,CMN_M_021,CMN_M_043,HT1_S004,were,1,1.0341821908950806,e933e4127113efac6d17b9c8ee834f2d,11,1.0341821908950806,1.0341821908950806,0.9491846,1.0341821908950806,1.0341821908950806,1.0341821908950806,0.9491846,0.43533244729042053,0.43533244729042053,0.43533244729042053,0.41814908,0.41814908385276794,0.41814908385276794,0.41814908385276794,0.41814908
Single talker,CMN_M_021,CMN_M_043,HT1_S004,very,1,1.6165727376937866,e933e4127113efac6d17b9c8ee834f2d,11,1.6165727376937866,1.6165727376937866,1.3620467,1.6165727376937866,1.6165727376937866,1.6165727376937866,1.3620467,0.7403051257133484,0.7403051257133484,0.7403051257133484,0.43582514,0.4358251392841339,0.4358251392841339,0.4358251392841339,0.43582514
Single talker,CMN_M_021,CMN_M_043,HT1_S004,dirty,1,1.3530954122543335,e933e4127113efac6d17b9c8ee834f2d,11,1.3530954122543335,1.3530954122543335,1.1795871,1.3530954122543335,1.3530954122543335,1.3530954122543335,1.1795871,1.1196197271347046,1.1196197271347046,1.1196197271347046,0.657693,0.6576930284500122,0.6576930284500122,0.6576930284500122,0.657693
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S004,shoes,1,1.158363938331604,9b6639228245762d2541ffbf2061cb9c,16,1.158363938331604,1.158363938331604,0.9312231,1.0311110019683838,1.0311110019683838,1.0311110019683838,0.8435031,1.0921083688735962,1.0921083688735962,1.0921083688735962,0.6974284,0.6192801594734192,0.6192801594734192,0.6192801594734192,0.61928016
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S004,were,1,1.0903863906860352,9b6639228245762d2541ffbf2061cb9c,16,1.0903863906860352,1.0903863906860352,0.99771684,1.0528762340545654,1.0528762340545654,1.0528762340545654,0.9683598,0.71921306848526,0.71921306848526,0.71921306848526,0.5118672,0.4186839163303375,0.4186839163303375,0.4186839163303375,0.41868392
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S004,very,1,1.6903225183486938,9b6639228245762d2541ffbf2061cb9c,16,1.6903225183486938,1.6903225183486938,1.422629,1.6295697689056396,1.6295697689056396,1.6295697689056396,1.3738668,0.9387337565422058,0.9387337565422058,0.9387337565422058,0.6197929,0.4578911364078522,0.4578911364078522,0.4578911364078522,0.45789114
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S004,dirty,1,1.3531776666641235,9b6639228245762d2541ffbf2061cb9c,16,1.3531776666641235,1.3531776666641235,1.1829032,1.3262885808944702,1.3262885808944702,1.3262885808944702,1.1621568,1.129984974861145,1.129984974861145,1.129984974861145,0.7670326,0.6468648314476013,0.6468648314476013,0.6468648314476013,0.64686483
Talker-specific,CMN_M_035,CMN_M_035,HT1_S004,shoes,1,,a7521cc7326de09da1dc147569315926,3,,,0.88698626,,,,0.88698626,,,,0.555814,,,,0.555814
Talker-specific,CMN_M_035,CMN_M_035,HT1_S004,were,1,,a7521cc7326de09da1dc147569315926,3,,,0.96796393,,,,0.96796393,,,,0.4453226,,,,0.4453226
Talker-specific,CMN_M_035,CMN_M_035,HT1_S004,very,1,,a7521cc7326de09da1dc147569315926,3,,,1.382947,,,,1.382947,,,,0.25195974,,,,0.25195974
Talker-specific,CMN_M_035,CMN_M_035,HT1_S004,dirty,1,,a7521cc7326de09da1dc147569315926,3,,,1.1422306,,,,1.1422306,,,,0.6823438,,,,0.6823438
Single talker,CMN_M_043,CMN_M_035,HT1_S004,shoes,0,1.0148051977157593,33d87d8f468a467ec3df0b10651c971a,9,1.0148051977157593,1.0148051977157593,0.83067435,1.0148051977157593,1.0148051977157593,1.0148051977157593,0.83067435,0.8710958361625671,0.8710958361625671,0.8710958361625671,0.6701317,0.6701316833496094,0.6701316833496094,0.6701316833496094,0.6701317
Single talker,CMN_M_043,CMN_M_035,HT1_S004,were,1,1.085895299911499,33d87d8f468a467ec3df0b10651c971a,9,1.085895299911499,1.085895299911499,0.9783177,1.085895299911499,1.085895299911499,1.085895299911499,0.9783177,0.3667334020137787,0.3667334020137787,0.3667334020137787,0.14653909,0.1465390920639038,0.1465390920639038,0.1465390920639038,0.14653909
Single talker,CMN_M_043,CMN_M_035,HT1_S004,very,0,1.61739981174469,33d87d8f468a467ec3df0b10651c971a,9,1.61739981174469,1.61739981174469,1.3657289,1.61739981174469,1.61739981174469,1.61739981174469,1.3657289,0.5922552943229675,0.5922552943229675,0.5922552943229675,0.20270233,0.2027023285627365,0.2027023285627365,0.2027023285627365,0.20270233
Single talker,CMN_M_043,CMN_M_035,HT1_S004,dirty,1,1.3289645910263062,33d87d8f468a467ec3df0b10651c971a,9,1.3289645910263062,1.3289645910263062,1.1508101,1.3289645910263062,1.3289645910263062,1.3289645910263062,1.1508101,0.9511187076568604,0.9511187076568604,0.9511187076568604,0.6274092,0.6274092197418213,0.6274092197418213,0.6274092197418213,0.6274092
