Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,xie21_HuBERT_T24_max_0_0_4.0_3.981_13.845_8311.014,IsCorrect,ParticipantID,Trial,TrainingTalkerID_sorted,UniqueExposureTestCombination,xie21_HuBERT_T24_max_1_0_8.0_3.162_13.199_8327.564,xie21_HuBERT_T24_max_0_1_4.0_3.388_15.878_10269.004,xie21_HuBERT_T24_max_1_1_4.0_1.905_14.967_10294.778,xie21_HuBERT_T24_mean_0_0_4.0_3.981_11.214_6162.445,xie21_HuBERT_T24_mean_1_0_4.0_3.16_9.603_6195.985,xie21_HuBERT_T24_mean_0_1_2.0_2.512_11.773_8124.613,xie21_HuBERT_T24_mean_1_1_8.0_1.585_10.277_8156.522,xie21_HuBERT_CNN7_max_0_0_0.5_0.196_6.307_8462.769,xie21_HuBERT_CNN7_max_1_0_0.5_0.016_5.409_8473.172,xie21_HuBERT_CNN7_max_0_1_0.5_0.2_10.215_10415.202,xie21_HuBERT_CNN7_max_1_1_0.5_0.1_9.858_10422.493,xie21_HuBERT_CNN7_mean_0_0_8.0_0.631_5.362_6259.394,xie21_HuBERT_CNN7_mean_1_0_0.5_0.016_3.176_6277.619,xie21_HuBERT_CNN7_mean_0_1_8.0_0.02_7.5_8206.049,xie21_HuBERT_CNN7_mean_1_1_0.5_0.01_6.405_8220.728
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,shoes,,1,f8b17be6a35f51d7f154ff160f33e71c,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2561,,,0.9122157296322666,,,,0.856260054794834,,,,0.7612096385472011,,,,0.9652146919445928
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,were,,1,f8b17be6a35f51d7f154ff160f33e71c,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3169,,,0.9694531926059027,,,,0.6778886681368925,,,,0.7170405313365146,,,,0.956566964878057
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,very,,1,f8b17be6a35f51d7f154ff160f33e71c,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3041,,,0.653426236922958,,,,0.6411925314764619,,,,0.5859967673524846,,,,0.9388853771135798
Control,"ENG_M_070, ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_055",CMN_M_032,HT1_S004,dirty,,1,f8b17be6a35f51d7f154ff160f33e71c,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",673,,,0.8989919979011886,,,,0.717792044081401,,,,0.7092363942016068,,,,0.9539834349562024
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,shoes,0.7944655838344669,1,9c2c7fd165b3aa898e658c3cc81da774,13,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",2568,0.8380176585365585,0.8221662750556847,0.8957434334110329,0.5985268435946888,0.657287442287939,0.6897378611757572,0.8023911326533544,0.702081227469185,0.9715388965863391,0.6976607299246073,0.8348841275468993,0.6568429898015113,0.9528878224311628,0.9864528797132431,0.9702579336830125
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,were,0.880359970145498,1,9c2c7fd165b3aa898e658c3cc81da774,13,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",3176,0.9083345805685114,0.8972295220624308,0.9408462871533207,0.6768557360143926,0.7231967606114081,0.7364471051929451,0.8420861476402768,0.394258344206553,0.9268352054571504,0.3877597219660778,0.6219647362758602,0.4245932937091791,0.9052726880568075,0.9722156890831115,0.9396775603567236
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,very,0.7334334730757578,1,9c2c7fd165b3aa898e658c3cc81da774,13,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",3055,0.7940304882952577,0.7680973430592543,0.8621285219961093,0.48382695200433085,0.5543291959094117,0.5643415476817047,0.747517632625051,0.39767443320307794,0.927488174992211,0.39117976293642737,0.6247084538132864,0.4072214403267841,0.90778896512588,0.9711287491248044,0.9412794508212636
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_043, CMN_M_016, CMN_M_035",CMN_M_032,HT1_S004,dirty,0.8436243182700471,1,9c2c7fd165b3aa898e658c3cc81da774,13,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",680,0.8772128570734617,0.865266203024374,0.9218508113496514,0.7450598025861751,0.7906945961088268,0.807759526111149,0.8910261869077456,0.5154973802200256,0.9473452516435754,0.509433674634324,0.7131432347089479,0.512352171124557,0.9328828300506278,0.9785402243046784,0.9574956080139245
Single talker,CMN_M_021,CMN_M_032,HT1_S004,shoes,0.6264274282553712,1,f85defbfc037896d3ff7577f8a288ba9,8,CMN_M_021,2573,0.6966842580261994,0.671627388359066,0.7994623067913296,0.6264274282553712,0.6898616837707116,0.722882709606277,0.8342946061725147,0.5883076617003657,0.9576177876287117,0.5827607574209615,0.7628713020003337,0.6932873846453559,0.9576177876287117,0.9884566607307043,0.973296424094196
Single talker,CMN_M_021,CMN_M_032,HT1_S004,were,0.6480711824003867,1,f85defbfc037896d3ff7577f8a288ba9,8,CMN_M_021,3181,0.7153934044397778,0.6913260620185041,0.8125631763933329,0.6480711824003867,0.7087150927559249,0.7338222875939215,0.8454510387228424,0.2563512793125921,0.8948323422694688,0.250195203745932,0.49932746383958104,0.3285211190426765,0.8948323422694688,0.9653329380963499,0.93290741582413
Single talker,CMN_M_021,CMN_M_032,HT1_S004,very,0.3807292392313416,1,f85defbfc037896d3ff7577f8a288ba9,8,CMN_M_021,3065,0.4887723198435354,0.43962927966109155,0.629963268113315,0.3807292392313416,0.46462820940378996,0.4755615904819041,0.698489713035732,0.22107833953559108,0.8840840732982591,0.21519970011404094,0.4630040531707366,0.31532840813422214,0.8840840732982591,0.9640796926113963,0.9258880508279527
Single talker,CMN_M_021,CMN_M_032,HT1_S004,dirty,0.7405268272736328,1,f85defbfc037896d3ff7577f8a288ba9,8,CMN_M_021,685,0.794144015600445,0.7744148629473019,0.8661084437839975,0.7405268272736328,0.787853274862971,0.8039384679615894,0.8908877845634363,0.3678674038759733,0.9216079855631312,0.3613564367090875,0.6003630183307846,0.4207322524497108,0.9216079855631312,0.9729322356505015,0.9502576908753089
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,6,CMN_M_043,2592,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,6,CMN_M_043,3200,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,6,CMN_M_043,3103,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,6,CMN_M_043,704,,,1.0,,,,1.0,,,,1.0,,,,1.0
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,shoes,0.3983348063865441,1,69decdc1ca270e4f9655741cc96bb91b,9,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",2567,0.4920543557097724,0.45687174087866267,0.6437386765520555,0.25650356594214785,0.33334079800356,0.3755365371962823,0.5730484438767048,0.5570722744141524,0.9533625439998664,0.5512825556542839,0.741930171736251,0.5704941560883352,0.9397343169378398,0.9822410308250404,0.9618868027877557
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,were,0.865038714509087,1,69decdc1ca270e4f9655741cc96bb91b,9,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",3175,0.8946434154267219,0.8839232869009233,0.9329751167751821,0.69010015317197,0.7373675194079607,0.751711134415473,0.8538403657694428,0.43300497723198966,0.9339549969952411,0.42658117879842494,0.6524349056177593,0.4998430781025297,0.9158081439860541,0.9774580066810683,0.946491511857495
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,very,0.764580428442926,1,69decdc1ca270e4f9655741cc96bb91b,9,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",3053,0.8145405066143739,0.7957711216026684,0.8794584189354554,0.6027437300760826,0.6653911015464853,0.6781322688643586,0.8190762180620718,0.5517624131631038,0.9526174656917945,0.5459345035503701,0.7383136090370049,0.5080967773562934,0.9333969138452497,0.978334612678872,0.9578072598029106
Multi-talker,"CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_037, CMN_M_032",CMN_M_035,HT1_S004,dirty,0.8521855147354691,1,69decdc1ca270e4f9655741cc96bb91b,9,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",679,0.8851757065450692,0.8727334279920498,0.9263156322470836,0.7543242200545734,0.79846164392633,0.8134283274020154,0.8957496976786643,0.3957270740139107,0.9271165805671618,0.3892300863237085,0.623145804655325,0.46018267282998926,0.9164942307848001,0.9755509988587434,0.946942058313553
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,,1,6fd6dfe40dd753d7795852052ebef541,12,CMN_M_043,2592,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,,1,6fd6dfe40dd753d7795852052ebef541,12,CMN_M_043,3200,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,,1,6fd6dfe40dd753d7795852052ebef541,12,CMN_M_043,3103,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,,1,6fd6dfe40dd753d7795852052ebef541,12,CMN_M_043,704,,,1.0,,,,1.0,,,,1.0,,,,1.0
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,shoes,0.594997885234966,1,643313ae83f041d62efb0f54570821ac,4,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",2566,0.6654711504892056,0.6428402362882565,0.7800104964011947,0.4140667344346851,0.48323682281457636,0.5190197539418894,0.6794555113372326,0.6531706310909065,0.9658287625367812,0.6482216821407208,0.8046848806101556,0.636040815138925,0.9507535784791517,0.9853226156748376,0.9689031249634551
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,were,0.3128501068656551,1,643313ae83f041d62efb0f54570821ac,4,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",3174,0.41983370572541234,0.3719715924767899,0.5734648771558869,0.23505690749386635,0.31417896333248885,0.33184515018452254,0.5722774712111223,0.47833547477641286,0.9415767404313335,0.4720777478624469,0.68643316856073,0.45425534842111037,0.9056917140739644,0.9742025888176089,0.9399005655387779
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,very,0.3358464945156211,1,643313ae83f041d62efb0f54570821ac,4,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",3051,0.4360398792865234,0.39511700516051007,0.5932633105725525,0.242434474169721,0.3215029856588609,0.3345160709467735,0.5765658837306946,0.4180165541655842,0.9312730150682591,0.41155613382366724,0.6408130800228561,0.40752807862320195,0.9128300587682359,0.9710133274591302,0.9445566364133571
Multi-talker,"CMN_M_032, CMN_M_021, CMN_M_016, CMN_M_043, CMN_M_035",CMN_M_037,HT1_S004,dirty,0.6188246747285534,1,643313ae83f041d62efb0f54570821ac,4,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",678,0.6899774070629634,0.6646839594088306,0.7948044986651709,0.5756262048460282,0.6449109824013334,0.6710332501685109,0.8073899882974505,0.4433540829966738,0.935757514724682,0.436961012773346,0.6603448142335738,0.44705525334285534,0.9149120510357932,0.9743216402159816,0.9459097750715317
Single talker,CMN_M_016,CMN_M_032,HT1_S004,shoes,0.7801048426104744,0,9ed81ed8f97a93609ba9cf98a39bd8bf,3,CMN_M_016,2569,0.8252327804516889,0.8095013967959584,0.88795860290443,0.7801048426104744,0.8210965396757224,0.8377852238639697,0.9082025205669666,0.702081227469185,0.9715388965863391,0.6976607299246073,0.8348841275468993,0.7730206204489011,0.9715388965863391,0.9918731535455303,0.9821156248460611
Single talker,CMN_M_016,CMN_M_032,HT1_S004,were,0.880359970145498,1,9ed81ed8f97a93609ba9cf98a39bd8bf,3,CMN_M_016,3177,0.9083345805685114,0.8972295220624308,0.9408462871533207,0.880359970145498,0.9038013243376498,0.9079475517243207,0.9529499776066471,0.394258344206553,0.9268352054571504,0.3877597219660778,0.6219647362758602,0.6259924398632827,0.9268352054571504,0.9852628564211356,0.9536226906832352
Single talker,CMN_M_016,CMN_M_032,HT1_S004,very,0.5261915278570952,1,9ed81ed8f97a93609ba9cf98a39bd8bf,3,CMN_M_016,3057,0.6213791138931781,0.5790040206879716,0.7354631602506072,0.5261915278570952,0.600692543016234,0.612866738919547,0.7878017066568805,0.3748223533039525,0.923018155407257,0.3683114529429212,0.6061275468416455,0.49394619367236975,0.923018155407257,0.9778921399837686,0.9511661849019811
Single talker,CMN_M_016,CMN_M_032,HT1_S004,dirty,0.7575261057155935,1,9ed81ed8f97a93609ba9cf98a39bd8bf,3,CMN_M_016,681,0.8066644805180659,0.7895183734416126,0.875566187251022,0.7575261057155935,0.8021754872544229,0.819494637424561,0.8979009512012766,0.5154973802200256,0.9473452516435754,0.509433674634324,0.7131432347089479,0.6731419713481863,0.9473452516435754,0.9875332268826176,0.9667577820206568
Single talker,CMN_M_021,CMN_M_035,HT1_S004,shoes,0.3983348063865441,1,da814bfa96b46299d008d1d010b9e28c,13,CMN_M_021,2574,0.4920543557097724,0.45687174087866267,0.6437386765520555,0.3983348063865441,0.4816026799639315,0.51467595468892,0.7008368516984868,0.5570722744141524,0.9533625439998664,0.5512825556542839,0.741930171736251,0.6324550569164136,0.9533625439998664,0.9855836536248953,0.9705910968915341
Single talker,CMN_M_021,CMN_M_035,HT1_S004,were,0.7865999591671453,1,da814bfa96b46299d008d1d010b9e28c,13,CMN_M_021,3182,0.827819705892496,0.8152337674582945,0.8914887242352926,0.7865999591671453,0.826518437525851,0.8463054605721941,0.9096285170335717,0.43300497723198966,0.9339549969952411,0.42658117879842494,0.6524349056177593,0.6401796012066294,0.9339549969952411,0.9859629530058265,0.9581945995103318
Single talker,CMN_M_021,CMN_M_035,HT1_S004,very,0.7044111958423903,1,da814bfa96b46299d008d1d010b9e28c,13,CMN_M_021,3067,0.7654635571495837,0.7421533953894074,0.8456319105400738,0.7044111958423903,0.757197166530113,0.7716081947893099,0.8746119795519406,0.4835664920408217,0.9424131174002032,0.47733303165347946,0.6902529399045861,0.5738917577285029,0.9424131174002032,0.9825529016827713,0.9636089531788761
Single talker,CMN_M_021,CMN_M_035,HT1_S004,dirty,0.7278882470364326,1,da814bfa96b46299d008d1d010b9e28c,13,CMN_M_021,686,0.7838377227294987,0.763152287103852,0.8590032203662871,0.7278882470364326,0.7771610851753094,0.7944062209097041,0.8850733699970355,0.3048843202214187,0.9075876524382798,0.29848548474745573,0.5455111317057798,0.49902871669432536,0.9075876524382798,0.9782094888267653,0.9411966261615904
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,shoes,,0,823314ed0676126bc658df08ced4e0d5,12,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2564,,,0.9006636682445791,,,,0.847624137497285,,,,0.6447120229444679,,,,0.9488432995213472
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,were,,1,823314ed0676126bc658df08ced4e0d5,12,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3172,,,0.9583053861413096,,,,0.5761391049158212,,,,0.5885283781249803,,,,0.9313136382765907
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,very,,1,823314ed0676126bc658df08ced4e0d5,12,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3047,,,0.7083436109703837,,,,0.7028054244820519,,,,0.5044564363167457,,,,0.92588275105409
Control,"ENG_M_066, ENG_M_133, ENG_M_070, ENG_M_131, ENG_M_055",CMN_M_043,HT1_S004,dirty,,1,823314ed0676126bc658df08ced4e0d5,12,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",676,,,0.9423530074209936,,,,0.7671125445050696,,,,0.6394394378240646,,,,0.9516433644011322
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,shoes,,1,29e3173a48c934207b391d026a4a3edb,14,CMN_M_043,2592,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,were,,1,29e3173a48c934207b391d026a4a3edb,14,CMN_M_043,3200,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,very,,1,29e3173a48c934207b391d026a4a3edb,14,CMN_M_043,3103,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S004,dirty,,1,29e3173a48c934207b391d026a4a3edb,14,CMN_M_043,704,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_016,CMN_M_035,HT1_S004,shoes,0.2466785019581073,1,5e0f9593449b9bd0d7d90f17ef58f707,3,CMN_M_016,2570,0.33098742195061287,0.30386307837803467,0.5118242477650647,0.2466785019581073,0.3292242484847053,0.3894864658339576,0.5745109306695032,0.4636535194085086,0.939183587931599,0.45733320145243134,0.6756014798510879,0.5567613555549408,0.939183587931599,0.9816096025626582,0.9615437719287852
Single talker,CMN_M_016,CMN_M_035,HT1_S004,were,0.865038714509087,1,5e0f9593449b9bd0d7d90f17ef58f707,3,CMN_M_016,3178,0.8946434154267219,0.8839232869009233,0.9329751167751821,0.865038714509087,0.8912933750815148,0.8999386002380467,0.9457227166153289,0.3139281627485559,0.9097559835900269,0.30749998912698745,0.5537079438994922,0.46020309130841003,0.9097559835900269,0.9757014319484033,0.9426013890735797
Single talker,CMN_M_016,CMN_M_035,HT1_S004,very,0.764580428442926,1,5e0f9593449b9bd0d7d90f17ef58f707,3,CMN_M_016,3059,0.8145405066143739,0.7957711216026684,0.8794584189354554,0.764580428442926,0.8080993684595125,0.820863160770879,0.9022848093875236,0.4717312996387115,0.9405087320669682,0.4654444031619181,0.6815813532337816,0.5503997726318971,0.9405087320669682,0.9812521244296649,0.9623914810683314
Single talker,CMN_M_016,CMN_M_035,HT1_S004,dirty,0.7505043652252323,1,5e0f9593449b9bd0d7d90f17ef58f707,3,CMN_M_016,682,0.8017287759091397,0.7832858858298195,0.8716731167304859,0.7505043652252323,0.7962676582374751,0.8120636681822868,0.8951428117016714,0.3957270740139107,0.9271165805671618,0.3892300863237085,0.623145804655325,0.5103772172171404,0.9271165805671618,0.9789069310023094,0.9538036225362363
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,shoes,0.7944655838344669,1,4b706490aba187bd10cca9e65a91cfd9,6,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",2565,0.8380176585365585,0.8221662750556847,0.8957434334110329,0.6441164053863202,0.7008789972950448,0.7284423349405064,0.8343362508907232,0.5337533595199182,0.9500404387522767,0.5278028173224614,0.7259188471709607,0.5686087121831995,0.9435199356220265,0.9822145955942458,0.9643118578985419
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,were,0.8648396591229087,1,4b706490aba187bd10cca9e65a91cfd9,6,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",3173,0.8966829829631668,0.8837501810958063,0.9328723773073794,0.6453634157369136,0.6903337713549397,0.702300024094814,0.8141314097169126,0.5043814725851168,0.9456609131825003,0.4982545261396185,0.7052555174795812,0.46326494405527824,0.9227755253612576,0.9747120908673516,0.9509692167378301
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,very,0.7334334730757578,1,4b706490aba187bd10cca9e65a91cfd9,6,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",3049,0.7940304882952577,0.7680973430592543,0.8621285219961093,0.5041143087697143,0.5692105584636435,0.5804738734017281,0.7483314243549156,0.5517624131631038,0.9526174656917945,0.5459345035503701,0.7383136090370049,0.4425634115456834,0.9169421449803699,0.9723725822962825,0.9471354849235226
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S004,dirty,0.8521855147354691,1,4b706490aba187bd10cca9e65a91cfd9,6,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",677,0.8851757065450692,0.8727334279920498,0.9263156322470836,0.7552847923906236,0.7995620963212715,0.8162901025162246,0.896043639817988,0.4452148198718946,0.9360774970295218,0.4388277363887495,0.6617573624222955,0.47206474109750374,0.9242542127199822,0.9761710358635837,0.9519515416124061
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,shoes,,1,1eacdd6a82b08a5adcb60f3fbc8967fc,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",2562,,,0.5980757867080635,,,,0.578512455665126,,,,0.6704693926036299,,,,0.953249032171588
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,were,,1,1eacdd6a82b08a5adcb60f3fbc8967fc,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3170,,,0.8978072951414224,,,,0.6424231458302121,,,,0.6333121130358256,,,,0.9344122204419882
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,very,,1,1eacdd6a82b08a5adcb60f3fbc8967fc,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3043,,,0.657511366178947,,,,0.6237400277696185,,,,0.6304450562412269,,,,0.9444929431059863
Control,"ENG_M_070, ENG_M_055, ENG_M_133, ENG_M_066, ENG_M_131",CMN_M_035,HT1_S004,dirty,,1,1eacdd6a82b08a5adcb60f3fbc8967fc,5,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",674,,,0.917441788830448,,,,0.7656039582072003,,,,0.5582131891030955,,,,0.9336662658952652
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,shoes,,1,55b6ae995c0a74001334c2a895f11992,4,CMN_M_037,2591,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,were,,1,55b6ae995c0a74001334c2a895f11992,4,CMN_M_037,3199,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,very,,1,55b6ae995c0a74001334c2a895f11992,4,CMN_M_037,3101,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S004,dirty,,1,55b6ae995c0a74001334c2a895f11992,4,CMN_M_037,703,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_032,CMN_M_035,HT1_S004,shoes,0.2213330008441305,1,22eb07cb0e8ddc8663987ad4b70e80ea,11,CMN_M_032,2577,0.3051662914388995,0.2770808356215854,0.48594770996354447,0.2213330008441305,0.30207656348267303,0.3592210670776726,0.5515897754771524,0.4071558554406348,0.9292738782744149,0.4006748893866687,0.6322637875506435,0.5308391794474796,0.9292738782744149,0.9801273383425463,0.9551901401790976
Single talker,CMN_M_032,CMN_M_035,HT1_S004,were,0.7780888664085295,1,22eb07cb0e8ddc8663987ad4b70e80ea,11,CMN_M_032,3185,0.8266730277137211,0.8077207207456678,0.8868597972989415,0.7780888664085295,0.8194117822201638,0.8285862633455483,0.908996705794734,0.2595296274922451,0.8957328999538495,0.25335296775620386,0.50247653715539,0.32529464388832746,0.8957328999538495,0.965031001126257,0.9334941028784937
Single talker,CMN_M_032,CMN_M_035,HT1_S004,very,0.5882698760992958,1,22eb07cb0e8ddc8663987ad4b70e80ea,11,CMN_M_032,3073,0.676213719497904,0.6366487827546369,0.7757773787991944,0.5882698760992958,0.6562914269951664,0.6639139246674813,0.8219152553857724,0.35267047788497274,0.918439470000755,0.3461675957669848,0.5875784653176032,0.42516697567328565,0.918439470000755,0.9732556336015864,0.9482144887249069
Single talker,CMN_M_032,CMN_M_035,HT1_S004,dirty,0.8436243182700471,1,22eb07cb0e8ddc8663987ad4b70e80ea,11,CMN_M_032,689,0.8772128570734617,0.865266203024374,0.9218508113496514,0.8436243182700471,0.8737341954575829,0.8868983652465632,0.9364412170910037,0.3778568207689625,0.9236259012922279,0.37134667425627393,0.6086262030375212,0.4244172860083335,0.9236259012922279,0.973201193291584,0.9515575612707171
Single talker,CMN_M_021,CMN_M_043,HT1_S004,shoes,0.7343101622534514,1,e933e4127113efac6d17b9c8ee834f2d,11,CMN_M_021,2576,0.7888250070828001,0.7688786357439084,0.8626214964790453,0.7343101622534514,0.782598743680274,0.8023980152504576,0.8878917348539492,0.5245436141612763,0.9486915425382543,0.5185345566487967,0.719501047823062,0.5546433896640629,0.9486915425382543,0.9814910282982316,0.967616227381018
Single talker,CMN_M_021,CMN_M_043,HT1_S004,were,0.6504781567469134,1,e933e4127113efac6d17b9c8ee834f2d,11,CMN_M_021,3184,0.7175436295844889,0.6935106167251721,0.8140059185046447,0.6504781567469134,0.7108036636930418,0.7346859884750978,0.8467238667343682,0.5043814725851168,0.9456609131825003,0.4982545261396185,0.7052555174795812,0.6046760934357371,0.9456609131825003,0.9841815235042073,0.9656831404157725
Single talker,CMN_M_021,CMN_M_043,HT1_S004,very,0.4708535419556403,1,e933e4127113efac6d17b9c8ee834f2d,11,CMN_M_021,3071,0.5723943960027501,0.5267590002806786,0.6973781832625423,0.4708535419556403,0.5499794478090767,0.560904837277145,0.7560337198028562,0.5320452775337015,0.9497918891307887,0.5260836656201909,0.7247326937673751,0.6753643642683927,0.9497918891307887,0.9876364015985567,0.9683175102449443
Single talker,CMN_M_021,CMN_M_043,HT1_S004,dirty,0.7668798727408649,1,e933e4127113efac6d17b9c8ee834f2d,11,CMN_M_021,688,0.8149984115376496,0.7978074224315319,0.8807230902229333,0.7668798727408649,0.8100278915820849,0.8257555458955136,0.9025390311963359,0.3694649639827863,0.9219340560862975,0.3629538060288113,0.6016918275199538,0.5220355435454667,0.9219340560862975,0.9796079484023461,0.9504678062900894
