Condition2,TrainingTalkerID,TestTalkerID,SentenceID,Keyword,xie21_HuBERT_T24_max_0_0_4.0_3.981_13.845_8311.014,IsCorrect,ParticipantID,Trial,TrainingTalkerID_sorted,UniqueExposureTestCombination,xie21_HuBERT_T24_max_1_0_8.0_3.162_13.199_8327.564,xie21_HuBERT_T24_max_0_1_4.0_3.388_15.878_10269.004,xie21_HuBERT_T24_max_1_1_4.0_1.905_14.967_10294.778,xie21_HuBERT_T24_mean_0_0_4.0_3.981_11.214_6162.445,xie21_HuBERT_T24_mean_1_0_4.0_3.16_9.603_6195.985,xie21_HuBERT_T24_mean_0_1_2.0_2.512_11.773_8124.613,xie21_HuBERT_T24_mean_1_1_8.0_1.585_10.277_8156.522,xie21_HuBERT_CNN7_max_0_0_0.5_0.196_6.307_8462.769,xie21_HuBERT_CNN7_max_1_0_0.5_0.016_5.409_8473.172,xie21_HuBERT_CNN7_max_0_1_0.5_0.2_10.215_10415.202,xie21_HuBERT_CNN7_max_1_1_0.5_0.1_9.858_10422.493,xie21_HuBERT_CNN7_mean_0_0_8.0_0.631_5.362_6259.394,xie21_HuBERT_CNN7_mean_1_0_0.5_0.016_3.176_6277.619,xie21_HuBERT_CNN7_mean_0_1_8.0_0.02_7.5_8206.049,xie21_HuBERT_CNN7_mean_1_1_0.5_0.01_6.405_8220.728
Multi-talker,"CMN_M_032, CMN_M_037, CMN_M_035, CMN_M_021, CMN_M_016",CMN_M_043,HT1_S002,helped,0.8288171239073079,0,1dac75c2df8b8ac114ff2bdae77b80e8,14,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1573,0.8664490386378938,0.8523243680761812,0.9140724532444895,0.5884182475320878,0.6487442515922248,0.6693273850947382,0.8027651926859608,0.47740146434622865,0.9414265201832112,0.47113951224132894,0.6857489904844492,0.49328727169562575,0.92507701995012,0.9775831108694755,0.9524722976258928
Multi-talker,"CMN_M_032, CMN_M_037, CMN_M_035, CMN_M_021, CMN_M_016",CMN_M_043,HT1_S002,husband,0.8834517321206794,1,1dac75c2df8b8ac114ff2bdae77b80e8,14,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1765,0.909496546456232,0.8999104620065764,0.9424259706690754,0.7314831795444157,0.7781958106680154,0.7960642691678486,0.8834482243803506,0.4696646216378404,0.94017169310166,0.4633689365468888,0.6800562245914744,0.5150745260728804,0.924151704879329,0.9789728021961277,0.9518801719598968
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,wife,,1,d6a05565038e174b2a1c17560bdcc7f0,13,CMN_M_037,3231,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,helped,,1,d6a05565038e174b2a1c17560bdcc7f0,13,CMN_M_037,1599,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,husband,,1,d6a05565038e174b2a1c17560bdcc7f0,13,CMN_M_037,1791,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,wife,,1,1ad796cad7981cb77f56d90fd7602074,9,CMN_M_032,3229,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,helped,,1,1ad796cad7981cb77f56d90fd7602074,9,CMN_M_032,1597,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,husband,,1,1ad796cad7981cb77f56d90fd7602074,9,CMN_M_032,1789,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_016,CMN_M_032,HT1_S002,wife,0.7175777334231556,1,8e50e92044a7cd0b630e01941faf089e,10,CMN_M_016,3209,0.7755894795080921,0.7539427359656361,0.8531590102836248,0.7175777334231556,0.7684100575382646,0.7850973523836687,0.8803925050183709,0.6452886537287378,0.964872028925117,0.6402606031061825,0.7997158967609713,0.7317481689960469,0.964872028925117,0.990149664184357,0.9778980337582812
Single talker,CMN_M_016,CMN_M_032,HT1_S002,helped,0.175002539585553,1,8e50e92044a7cd0b630e01941faf089e,10,CMN_M_016,1577,0.2549743902060277,0.2268812513117519,0.43428949462514027,0.175002539585553,0.2506980781258109,0.3005466869186286,0.5040777010398462,0.6021720336671651,0.9594404109483778,0.596742570790096,0.7719915413171062,0.6892933476656792,0.9594404109483778,0.9882756637672954,0.9744538014616457
Single talker,CMN_M_016,CMN_M_032,HT1_S002,husband,0.866902591176689,1,8e50e92044a7cd0b630e01941faf089e,10,CMN_M_016,1769,0.8973336181284736,0.8855438941758629,0.9339365313438598,0.866902591176689,0.8928174306161804,0.9002816314171639,0.9471471461407671,0.5082683918729096,0.9462537208060521,0.5021630636526568,0.7080232208672844,0.6160562742636257,0.9462537208060521,0.984763325839209,0.966061445321635
Single talker,CMN_M_043,CMN_M_035,HT1_S002,wife,0.6266758081613214,1,27984f73544e492387e8e63250e79fba,6,CMN_M_043,3227,0.693331762966755,0.6718540157984472,0.7996139774580321,0.6266758081613214,0.6900787962908698,0.7258106033454043,0.8322797638226243,0.5693902219145326,0.9550661872817082,0.5636925905636275,0.7502554969942736,0.6986215899247998,0.9550661872817082,0.9886968214823944,0.971674752993046
Single talker,CMN_M_043,CMN_M_035,HT1_S002,helped,0.34667302254193233,1,27984f73544e492387e8e63250e79fba,6,CMN_M_043,1595,0.453024325324179,0.4059311964588102,0.6023392556334346,0.34667302254193233,0.4313225333074755,0.45460649360533745,0.6723969692507747,0.2921743015099438,0.9044382894713487,0.28582479954059314,0.5337874696062311,0.48110108244718536,0.9044382894713487,0.9770757877795647,0.9391540538489013
Single talker,CMN_M_043,CMN_M_035,HT1_S002,husband,0.7619157215208388,1,27984f73544e492387e8e63250e79fba,6,CMN_M_043,1787,0.8136393967736819,0.7934102164557989,0.8779903732907276,0.7619157215208388,0.8058630059093598,0.8147018000713716,0.9017843187571942,0.4696646216378404,0.94017169310166,0.4633689365468888,0.6800562245914744,0.5401041369136862,0.94017169310166,0.9806650135482783,0.9621759160659834
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,wife,,1,4559eae18299aa2730a093184a3b5e52,4,CMN_M_032,3229,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,helped,,1,4559eae18299aa2730a093184a3b5e52,4,CMN_M_032,1597,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,husband,,1,4559eae18299aa2730a093184a3b5e52,4,CMN_M_032,1789,,,1.0,,,,1.0,,,,1.0,,,,1.0
Multi-talker,"CMN_M_035, CMN_M_016, CMN_M_032, CMN_M_043, CMN_M_021",CMN_M_037,HT1_S002,wife,0.401511382333406,1,d46cc7dab48dc9687d696349b165ccc9,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",3206,0.4930790733879036,0.4599705817095273,0.6461901267038286,0.33601961223313737,0.41980661427226684,0.4541830813946012,0.6523737007970994,0.6085627992052157,0.9602676041250325,0.6031894147821449,0.7761608540167411,0.599408785785031,0.9438824433486255,0.9835951033365834,0.9645169145998554
Multi-talker,"CMN_M_035, CMN_M_016, CMN_M_032, CMN_M_043, CMN_M_021",CMN_M_037,HT1_S002,helped,0.6626706728410101,1,d46cc7dab48dc9687d696349b165ccc9,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1574,0.7376886489606069,0.7045580799279136,0.8212717163240992,0.5143343515854932,0.5877740466385444,0.6105531569163384,0.7738473836096844,0.48782779389062847,0.9430883296345043,0.48161485245446717,0.6933496754398639,0.47976106804918206,0.9233956329121902,0.9766483754242428,0.9513713932125301
Multi-talker,"CMN_M_035, CMN_M_016, CMN_M_032, CMN_M_043, CMN_M_021",CMN_M_037,HT1_S002,husband,0.8075777201089557,1,d46cc7dab48dc9687d696349b165ccc9,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1766,0.8510921708890615,0.8337002345961588,0.9027875641840006,0.6792956507311081,0.7347858419104079,0.7556866174495634,0.8611619463356665,0.4986651643211082,0.9447814320370937,0.4925074032411611,0.7011661375039465,0.5458293758441132,0.9343503505756401,0.9807829967258506,0.958436927550576
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,wife,,1,bcf8e83f49a7cad45913d42a4c675479,7,CMN_M_032,3229,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,helped,,1,bcf8e83f49a7cad45913d42a4c675479,7,CMN_M_032,1597,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_032,CMN_M_032,HT1_S002,husband,,1,bcf8e83f49a7cad45913d42a4c675479,7,CMN_M_032,1789,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,wife,,1,d8ecb462869328178f13fb463d8ad0b7,14,CMN_M_037,3231,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,helped,,1,d8ecb462869328178f13fb463d8ad0b7,14,CMN_M_037,1599,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_037,CMN_M_037,HT1_S002,husband,,1,d8ecb462869328178f13fb463d8ad0b7,14,CMN_M_037,1791,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_037,CMN_M_043,HT1_S002,wife,0.401511382333406,1,7c22ded74c03d60a95d8b0cd59e2a3cc,11,CMN_M_037,3225,0.4924436391606634,0.4599705817095273,0.6461901267038286,0.401511382333406,0.48464874140323716,0.5168880472128824,0.7011147280178738,0.5111680829361757,0.9466932574481264,0.505079230051567,0.7100812170881059,0.5479758408455633,0.9466932574481264,0.9811148621897542,0.9663418817550691
Single talker,CMN_M_037,CMN_M_043,HT1_S002,helped,0.6626706728410101,0,7c22ded74c03d60a95d8b0cd59e2a3cc,11,CMN_M_037,1593,0.7376886489606069,0.7045580799279136,0.8212717163240992,0.6626706728410101,0.7213589799471851,0.7277500778044427,0.8585575407308171,0.37321268603847824,0.922693933239927,0.3667015636740484,0.6047980844171225,0.37892046482831004,0.922693933239927,0.969709782680569,0.9509573526904372
Single talker,CMN_M_037,CMN_M_043,HT1_S002,husband,0.5598870273272595,1,7c22ded74c03d60a95d8b0cd59e2a3cc,11,CMN_M_037,1785,0.6396616859418517,0.6104115618809605,0.7576353921049627,0.5598870273272595,0.6310293441457546,0.6638122984680423,0.7993365874701661,0.4109813502447256,0.929983567248474,0.4045070367886416,0.6352877288912375,0.5556514448343776,0.929983567248474,0.9815475188173196,0.9556460007243358
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,wife,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,8,CMN_M_043,3232,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,helped,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,8,CMN_M_043,1600,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,husband,,1,448fd7d0cd089e3f9195ebd3f9c39f5a,8,CMN_M_043,1792,,,1.0,,,,1.0,,,,1.0,,,,1.0
Single talker,CMN_M_021,CMN_M_035,HT1_S002,wife,0.39731441610884205,1,da814bfa96b46299d008d1d010b9e28c,8,CMN_M_021,3214,0.48365181997343354,0.45587554094774374,0.6429490516897423,0.39731441610884205,0.48062315237112613,0.5377474926756068,0.694812047580832,0.3618536009161433,0.9203687605569881,0.35534446714095497,0.5953353665414428,0.5386797740782681,0.9203687605569881,0.9805829369092665,0.9494588966854232
Single talker,CMN_M_021,CMN_M_035,HT1_S002,helped,0.380145393677367,0,da814bfa96b46299d008d1d010b9e28c,8,CMN_M_021,1582,0.4826471318715411,0.4390554682141179,0.6295008088051682,0.380145393677367,0.46406255530883483,0.4899041599216982,0.6940881813474824,0.3677563825661546,0.9215852772239738,0.36124543325505015,0.6002705687380149,0.5172520014324227,0.9215852772239738,0.9793221653162317,0.95024305689185
Single talker,CMN_M_021,CMN_M_035,HT1_S002,husband,0.7695202733023137,1,da814bfa96b46299d008d1d010b9e28c,8,CMN_M_021,1774,0.8198858173818864,0.8001445398812379,0.8821728474611709,0.7695202733023137,0.8122409014667737,0.8262251909735984,0.9052480189397197,0.4878250907315499,0.943087903032933,0.48161213606684666,0.6933477152330326,0.6086808693890956,0.943087903032933,0.9843874643484938,0.9640401217119429
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",CMN_M_037,HT1_S002,wife,,1,f51aad789c52195f2889b657707cc46e,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3203,,,0.9078629042060337,,,,0.6973141375667536,,,,0.7579489333772061,,,,0.9605485051695943
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",CMN_M_037,HT1_S002,helped,,1,f51aad789c52195f2889b657707cc46e,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1571,,,0.8222374363917466,,,,0.7289392243059297,,,,0.7874192491209817,,,,0.9685211605605184
Control,"ENG_M_133, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_055",CMN_M_037,HT1_S002,husband,,1,f51aad789c52195f2889b657707cc46e,16,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1763,,,0.9258196710188389,,,,0.8260420858125282,,,,0.663531203164397,,,,0.9539701541568852
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S002,wife,0.8025094041043992,1,4b706490aba187bd10cca9e65a91cfd9,12,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",3205,0.8428132397606825,0.8292452731927334,0.9000718748638524,0.6177113794126069,0.6795161126956752,0.7077131232859697,0.8242174972315292,0.5693902219145326,0.9550661872817082,0.5636925905636275,0.7502554969942736,0.5820200091950005,0.9391429747406537,0.9827598525452247,0.9614970494869397
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S002,helped,0.8288171239073079,1,4b706490aba187bd10cca9e65a91cfd9,12,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1573,0.8664490386378938,0.8523243680761812,0.9140724532444895,0.5884182475320878,0.6487442515922248,0.6693273850947382,0.8027651926859608,0.47740146434622865,0.9414265201832112,0.47113951224132894,0.6857489904844492,0.49328727169562575,0.92507701995012,0.9775831108694755,0.9524722976258928
Multi-talker,"CMN_M_037, CMN_M_021, CMN_M_016, CMN_M_035, CMN_M_032",CMN_M_043,HT1_S002,husband,0.8834517321206794,1,4b706490aba187bd10cca9e65a91cfd9,12,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1765,0.909496546456232,0.8999104620065764,0.9424259706690754,0.7314831795444157,0.7781958106680154,0.7960642691678486,0.8834482243803506,0.4696646216378404,0.94017169310166,0.4633689365468888,0.6800562245914744,0.5150745260728804,0.924151704879329,0.9789728021961277,0.9518801719598968
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S002,wife,0.401511382333406,1,8c1d866020539780cb3fe82870db3b28,5,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",3206,0.4930790733879036,0.4599705817095273,0.6461901267038286,0.33601961223313737,0.41980661427226684,0.4541830813946012,0.6523737007970994,0.6085627992052157,0.9602676041250325,0.6031894147821449,0.7761608540167411,0.599408785785031,0.9438824433486255,0.9835951033365834,0.9645169145998554
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S002,helped,0.6626706728410101,1,8c1d866020539780cb3fe82870db3b28,5,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1574,0.7376886489606069,0.7045580799279136,0.8212717163240992,0.5143343515854932,0.5877740466385444,0.6105531569163384,0.7738473836096844,0.48782779389062847,0.9430883296345043,0.48161485245446717,0.6933496754398639,0.47976106804918206,0.9233956329121902,0.9766483754242428,0.9513713932125301
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_032, CMN_M_021, CMN_M_035",CMN_M_037,HT1_S002,husband,0.8075777201089557,1,8c1d866020539780cb3fe82870db3b28,5,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_043",1766,0.8510921708890615,0.8337002345961588,0.9027875641840006,0.6792956507311081,0.7347858419104079,0.7556866174495634,0.8611619463356665,0.4986651643211082,0.9447814320370937,0.4925074032411611,0.7011661375039465,0.5458293758441132,0.9343503505756401,0.9807829967258506,0.958436927550576
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,wife,,1,26241965a09d573337e7ab9787ac2e7d,3,CMN_M_043,3232,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,helped,,1,26241965a09d573337e7ab9787ac2e7d,3,CMN_M_043,1600,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_043,CMN_M_043,HT1_S002,husband,,1,26241965a09d573337e7ab9787ac2e7d,3,CMN_M_043,1792,,,1.0,,,,1.0,,,,1.0,,,,1.0
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037",CMN_M_035,HT1_S002,wife,0.6266758081613214,1,1de673c83b35f6c2d0fd066baef200ae,15,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",3207,0.693331762966755,0.6718540157984472,0.7996139774580321,0.45538130149303785,0.5327189870060771,0.576150261357672,0.7290611055785596,0.5693902219145326,0.9550661872817082,0.5636925905636275,0.7502554969942736,0.609449703150824,0.9386430422523395,0.9843057260206841,0.9611725879676927
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037",CMN_M_035,HT1_S002,helped,0.380145393677367,1,1de673c83b35f6c2d0fd066baef200ae,15,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",1575,0.4826471318715411,0.4390554682141179,0.6295008088051682,0.3131318650813604,0.3950704191746909,0.4231625230026059,0.6380475431637903,0.3677563825661546,0.9215852772239738,0.36124543325505015,0.6002705687380149,0.45554783425029893,0.9009107248034042,0.9752875062756265,0.9368426273108321
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037",CMN_M_035,HT1_S002,husband,0.8072780401952665,1,1de673c83b35f6c2d0fd066baef200ae,15,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_037,CMN_M_043",1767,0.847864741741827,0.833436937264169,0.9026272382778857,0.7707894965779174,0.8132076502768545,0.826195986031863,0.9052214334219719,0.4878250907315499,0.943087903032933,0.48161213606684666,0.6933477152330326,0.5806203938544475,0.9396649254261625,0.9828658390810565,0.9618499335278529
Control,"ENG_M_055, ENG_M_066, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_032,HT1_S002,wife,,1,ec5b711d12c84272e86158a43c916eac,4,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3201,,,0.8153179041070109,,,,0.7253156311154717,,,,0.7761199700598483,,,,0.9588169847895763
Control,"ENG_M_055, ENG_M_066, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_032,HT1_S002,helped,,1,ec5b711d12c84272e86158a43c916eac,4,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1569,,,0.8003934990815652,,,,0.7590235518013169,,,,0.7249738275070925,,,,0.9605935971612256
Control,"ENG_M_055, ENG_M_066, ENG_M_133, ENG_M_131, ENG_M_070",CMN_M_032,HT1_S002,husband,,1,ec5b711d12c84272e86158a43c916eac,4,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1761,,,0.8927583537193681,,,,0.8515625807913384,,,,0.6427970041732345,,,,0.9485124472574162
Multi-talker,"CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037, CMN_M_035",CMN_M_043,HT1_S002,wife,0.8025094041043992,1,0fe2f414da0cf5e10156ab8f4bbc486d,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",3205,0.8428132397606825,0.8292452731927334,0.9000718748638524,0.6177113794126069,0.6795161126956752,0.7077131232859697,0.8242174972315292,0.5693902219145326,0.9550661872817082,0.5636925905636275,0.7502554969942736,0.5820200091950005,0.9391429747406537,0.9827598525452247,0.9614970494869397
Multi-talker,"CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037, CMN_M_035",CMN_M_043,HT1_S002,helped,0.8288171239073079,0,0fe2f414da0cf5e10156ab8f4bbc486d,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1573,0.8664490386378938,0.8523243680761812,0.9140724532444895,0.5884182475320878,0.6487442515922248,0.6693273850947382,0.8027651926859608,0.47740146434622865,0.9414265201832112,0.47113951224132894,0.6857489904844492,0.49328727169562575,0.92507701995012,0.9775831108694755,0.9524722976258928
Multi-talker,"CMN_M_016, CMN_M_021, CMN_M_032, CMN_M_037, CMN_M_035",CMN_M_043,HT1_S002,husband,0.8834517321206794,1,0fe2f414da0cf5e10156ab8f4bbc486d,10,"CMN_M_016,CMN_M_021,CMN_M_032,CMN_M_035,CMN_M_037",1765,0.909496546456232,0.8999104620065764,0.9424259706690754,0.7314831795444157,0.7781958106680154,0.7960642691678486,0.8834482243803506,0.4696646216378404,0.94017169310166,0.4633689365468888,0.6800562245914744,0.5150745260728804,0.924151704879329,0.9789728021961277,0.9518801719598968
Single talker,CMN_M_016,CMN_M_037,HT1_S002,wife,0.3294444512197123,1,1814f8dc62c0c135e8fcf33dc7efde07,4,CMN_M_016,3211,0.42050903850985955,0.38869788619594275,0.5878245201112379,0.3294444512197123,0.41421877238957244,0.4513979180019336,0.6477564333731347,0.6085627992052157,0.9602676041250325,0.6031894147821449,0.7761608540167411,0.7132442358214647,0.9602676041250325,0.9893461798116863,0.9749788023329898
Single talker,CMN_M_016,CMN_M_037,HT1_S002,helped,0.4745229100627546,1,1814f8dc62c0c135e8fcf33dc7efde07,4,CMN_M_016,1579,0.578377593019364,0.5302505419934226,0.6999735379598399,0.4745229100627546,0.5533788203898881,0.5566582671082992,0.7599848274957072,0.43067201658074794,0.9335432018571413,0.4242418993002888,0.6506390565257285,0.564786284218627,0.9335432018571413,0.9820549498341435,0.957930525956293
Single talker,CMN_M_016,CMN_M_037,HT1_S002,husband,0.6715640350304348,1,1814f8dc62c0c135e8fcf33dc7efde07,4,CMN_M_016,1771,0.7384426075224808,0.71259711933824,0.8265276009813276,0.6715640350304348,0.7290328843576308,0.7516925705770209,0.858997285355372,0.4986651643211082,0.9447814320370937,0.4925074032411611,0.7011661375039465,0.6230853765194299,0.9447814320370937,0.985117505934579,0.9651217286393364
Single talker,CMN_M_035,CMN_M_043,HT1_S002,wife,0.6266758081613214,1,d532bde115f8c12a01965c11bbe0862e,1,CMN_M_035,3222,0.693331762966755,0.6718540157984472,0.7996139774580321,0.6266758081613214,0.6900787962908698,0.7258106033454043,0.8322797638226243,0.5693902219145326,0.9550661872817082,0.5636925905636275,0.7502554969942736,0.6986215899247998,0.9550661872817082,0.9886968214823944,0.971674752993046
Single talker,CMN_M_035,CMN_M_043,HT1_S002,helped,0.34667302254193233,1,d532bde115f8c12a01965c11bbe0862e,1,CMN_M_035,1590,0.453024325324179,0.4059311964588102,0.6023392556334346,0.34667302254193233,0.4313225333074755,0.45460649360533745,0.6723969692507747,0.2921743015099438,0.9044382894713487,0.28582479954059314,0.5337874696062311,0.48110108244718536,0.9044382894713487,0.9770757877795647,0.9391540538489013
Single talker,CMN_M_035,CMN_M_043,HT1_S002,husband,0.7619157215208388,1,d532bde115f8c12a01965c11bbe0862e,1,CMN_M_035,1782,0.8136393967736819,0.7934102164557989,0.8779903732907276,0.7619157215208388,0.8058630059093598,0.8147018000713716,0.9017843187571942,0.4696646216378404,0.94017169310166,0.4633689365468888,0.6800562245914744,0.5401041369136862,0.94017169310166,0.9806650135482783,0.9621759160659834
Talker-specific,CMN_M_035,CMN_M_035,HT1_S002,wife,,1,f4a9e95f66f2807319f69ee07fe824e9,14,CMN_M_035,3230,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_035,CMN_M_035,HT1_S002,helped,,1,f4a9e95f66f2807319f69ee07fe824e9,14,CMN_M_035,1598,,,1.0,,,,1.0,,,,1.0,,,,1.0
Talker-specific,CMN_M_035,CMN_M_035,HT1_S002,husband,,1,f4a9e95f66f2807319f69ee07fe824e9,14,CMN_M_035,1790,,,1.0,,,,1.0,,,,1.0,,,,1.0
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S002,wife,0.7175777334231556,1,9b6639228245762d2541ffbf2061cb9c,11,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",3208,0.7755894795080921,0.7539427359656361,0.8531590102836248,0.5270292255162184,0.5971521165103809,0.629863281954089,0.7714285753675878,0.6452886537287378,0.964872028925117,0.6402606031061825,0.7997158967609713,0.5825677192731581,0.9330626640673859,0.9825145994310989,0.9575590505403863
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S002,helped,0.46333314111743945,1,9b6639228245762d2541ffbf2061cb9c,11,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1576,0.545990563615001,0.5195903427393632,0.6920258160986471,0.2932748357024263,0.3726006140090478,0.4281175743089583,0.6052534117192734,0.6021720336671651,0.9594404109483778,0.596742570790096,0.7719915413171062,0.5349491488457802,0.9292313086152983,0.9799537185262718,0.9550827859990507
Multi-talker,"CMN_M_043, CMN_M_016, CMN_M_035, CMN_M_021, CMN_M_037",CMN_M_032,HT1_S002,husband,0.8834517321206794,1,9b6639228245762d2541ffbf2061cb9c,11,"CMN_M_016,CMN_M_021,CMN_M_035,CMN_M_037,CMN_M_043",1768,0.909496546456232,0.8999104620065764,0.9424259706690754,0.7767306754429331,0.8172585376729465,0.831581634664792,0.9063498435766378,0.5082683918729096,0.9462537208060521,0.5021630636526568,0.7080232208672844,0.5825938562068956,0.9345429682670561,0.982971302206382,0.9585632562475034
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S002,wife,,1,e82ddf77ec2a979fa8794302c762f245,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",3203,,,0.9078629042060337,,,,0.6973141375667536,,,,0.7579489333772061,,,,0.9605485051695943
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S002,helped,,1,e82ddf77ec2a979fa8794302c762f245,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1571,,,0.8222374363917466,,,,0.7289392243059297,,,,0.7874192491209817,,,,0.9685211605605184
Control,"ENG_M_055, ENG_M_066, ENG_M_131, ENG_M_070, ENG_M_133",CMN_M_037,HT1_S002,husband,,1,e82ddf77ec2a979fa8794302c762f245,1,"ENG_M_055,ENG_M_066,ENG_M_070,ENG_M_131,ENG_M_133",1763,,,0.9258196710188389,,,,0.8260420858125282,,,,0.663531203164397,,,,0.9539701541568852
